,latitude,longitude,zipcode,time_to_CBD,distance_to_CBD
500,41.989575505366055,-87.68653849671571,60659,1376,16889
501,41.99706230309607,-87.69406136124258,60659,1636,18242
502,41.93637367647026,-87.80732444981342,60707,1830,22281
503,41.93761366267557,-87.81200587520458,60707,1902,22808
504,41.937781723853305,-87.81539913258574,60707,1930,23113
505,41.93523139018564,-87.8131147916945,60707,1871,22671
506,41.93525122433568,-87.81373778869602,60707,1874,22726
507,41.9354420808079,-87.80702716535711,60707,1826,22177
508,41.935070531443365,-87.81603392346969,60707,1893,22845
509,41.935298574757745,-87.81141820684437,60707,1845,22525
510,41.93786672559667,-87.81086503605665,60707,1861,22751
511,41.93453416033412,-87.8152332775499,60707,1874,22752
512,41.93622854307416,-87.80924335367916,60707,1829,22447
513,41.93546351918707,-87.8086335155876,60707,1826,22334
514,41.95811422155471,-87.85595310192507,60634,1755,30327
515,41.94078423090014,-87.79679583554098,60634,1674,24299
516,41.9390977902307,-87.78337328240032,60634,1676,18802
517,41.9416779504996,-87.82690288930759,60634,1793,29537
518,41.94561069300418,-87.8416869422188,60634,1848,26019
519,41.95929938598108,-87.76966002801655,60634,1272,17603
520,41.94319791851799,-87.8502997614726,60634,1675,30479
521,41.95499556254721,-87.83336415189126,60634,1601,27224
522,41.945019371263754,-87.83041461839271,60634,1660,28547
523,41.95749554027577,-87.85715194227261,60634,1539,28842
524,41.96140729536224,-87.67484673209768,60613,1201,13557
525,41.952446537995066,-87.64009536853959,60613,1018,11550
526,41.950747162785134,-87.65357525086243,60613,1030,11560
527,41.9565884140731,-87.64254394112668,60613,896,12071
528,41.95274889304414,-87.66669958802927,60613,1152,12403
529,41.948710668262706,-87.65764367290923,60613,1124,12139
530,41.96046598784293,-87.6777150331327,60613,1292,13886
531,41.954965813757525,-87.64826269116394,60613,856,10758
532,41.957154388107725,-87.64493364804362,60613,886,11931
533,41.94907539346825,-87.64738222194558,60613,984,11347
534,41.90572375278524,-87.6259712288476,60610,676,6165
535,41.901794113175825,-87.63794046559116,60610,829,3725
536,41.909597841724,-87.64178581055197,60610,867,6992
537,41.90827176796129,-87.64752250482145,60610,908,7512
538,41.90466438442041,-87.64191309025627,60610,868,7476
539,41.90273921560277,-87.63247309377937,60610,845,3582
540,41.9034952634377,-87.64346122037297,60610,813,7266
541,41.90699490621579,-87.63113080042676,60610,862,6728
542,41.89676093097647,-87.64725352260278,60610,692,4891
543,41.91065182587475,-87.63646469892257,60610,766,6469
544,41.89210978715508,-87.63859285353679,60654,682,2876
545,41.89168339127,-87.64762161448817,60654,568,4073
546,41.89503867090756,-87.64087403001848,60654,761,3186
547,41.8960423049556,-87.63110866833765,60654,563,2463
548,41.89593482508155,-87.63004234073178,60654,683,2748
549,41.894530159333826,-87.6378689738745,60654,701,2837
550,41.89414308682117,-87.63595998370282,60654,641,2634
551,41.88928434539476,-87.63825764907695,60654,600,2308
552,41.80436182032242,-87.72070184865807,60632,1120,14779
553,41.81885081070442,-87.72325869269578,60632,884,13030
554,41.82405104130319,-87.70207257498137,60632,847,11482
555,41.82350864015472,-87.73729474717305,60632,1205,14479
556,41.799827184207615,-87.71970317813583,60632,1289,14737
557,41.81462886432361,-87.6944846232554,60632,1093,13150
558,41.81897348338815,-87.71265043808809,60632,1157,12952
559,41.81984023357257,-87.6885803005422,60632,1113,11250
560,41.82003987764703,-87.72194582846917,60632,827,12802
561,41.840521829814,-87.72012714332266,60623,1094,13337
562,41.831307038556325,-87.70808782871424,60623,1078,12350
563,41.841653804314035,-87.7177624619482,60623,1175,11624
564,41.846235351225246,-87.71103074255842,60623,1084,11180
565,41.85571500627085,-87.71541069972652,60623,864,9810
566,41.86163449772114,-87.73461720228516,60623,774,10703
567,41.83706064387434,-87.72941198973488,60623,1059,14480
568,41.83884150156198,-87.73117640918792,60623,1177,13492
569,41.841349747142424,-87.69650360345686,60623,1149,10229
570,41.85730302527115,-87.7069250246302,60623,843,8731
571,41.85466279296835,-87.69839244794031,60623,881,8733
572,41.843772763113925,-87.73667450423302,60623,1093,12892
573,41.78401566256538,-87.70737911917026,60629,1600,16201
574,41.77582829347296,-87.7278134146556,60629,1647,18317
575,41.77439203411862,-87.68956307119241,60629,1642,18706
576,41.75897964080218,-87.72254838311707,60629,1806,20022
577,41.78794592162213,-87.68578149972309,60629,1380,16852
578,41.77482632665826,-87.72134193652418,60629,1536,17910
579,41.77108619057156,-87.72672662384416,60629,1635,18613
580,41.79014424744802,-87.6902789178336,60629,1483,14615
581,41.77084849480718,-87.71230440239206,60629,1715,19101
582,41.77808595418046,-87.72785822187846,60629,1603,18050
583,41.76693559316026,-87.6957452046592,60629,1727,20511
584,41.781594822146516,-87.69713031632084,60629,1667,19066
585,41.77245661423782,-87.68373463409854,60629,1508,18560
586,41.740602530834614,-87.64491264435335,60620,1255,19665
587,41.750493129857574,-87.63850248980977,60620,1063,17702
588,41.741377184236356,-87.66236660315332,60620,1441,20988
589,41.73411114793741,-87.62688974794077,60620,1170,18701
590,41.75243596738238,-87.66344444463334,60620,1380,19539
591,41.748669034801146,-87.67457904618969,60620,1557,20851
592,41.735028938276045,-87.63590823058158,60620,1180,19349
593,41.74258569205423,-87.67687221905048,60620,1590,22049
594,41.73962200136856,-87.63866251624161,60620,1156,18983
595,41.73612646976856,-87.65541356260398,60620,1350,20773
596,41.74124787615516,-87.63911496452452,60620,1109,18754
597,41.72371986024715,-87.68200485035403,60620,1703,24324
598,41.73265960326873,-87.68005625192752,60620,1692,23621
599,41.76979500005403,-87.61928535002077,60637,1128,16186
600,41.78575034512368,-87.62107991522676,60637,1007,14608
601,41.76826213768324,-87.60978922368442,60637,1186,16996
602,41.76822365655474,-87.6194110638883,60637,1030,15712
603,41.76614617201239,-87.60641517925127,60637,1142,16632
604,41.79113903682057,-87.6127322994378,60637,1016,13427
605,41.78856488147049,-87.5876699058653,60637,1048,12757
606,41.78588363878042,-87.60911352333417,60637,1105,14520
607,41.74822472332043,-87.60044025129247,60619,1320,19834
608,41.75369155613917,-87.59086730601182,60619,916,17760
609,41.74208818411239,-87.59637105104079,60619,1346,19972
610,41.75160186219461,-87.61225932265435,60619,1092,17613
611,41.72600227076545,-87.61429005995907,60619,1176,21040
612,41.73898977856406,-87.6094385862654,60619,1182,19106
613,41.74459077049547,-87.6241492775829,60619,990,17684
614,41.751230491447274,-87.59907887448874,60619,1211,18669
615,41.72217393889999,-87.60298021233783,60619,1249,21539
616,41.75633730746587,-87.6169372197749,60619,985,16588
617,41.74850878989733,-87.62302107163018,60619,1023,18024
