,latitude,longitude,zipcode,time_to_CBD,distance_to_CBD
405,41.884733016936906,-87.63063992446851,60601,285,1205
406,41.88543460904584,-87.61660941390724,60601,583,2239
407,41.88543892555168,-87.62622420224261,60601,304,887
408,41.88792829967907,-87.61220153207938,60601,503,3260
409,41.887107393822404,-87.61749339069242,60601,485,1965
410,41.88504790028185,-87.6201448748272,60601,371,2224
411,41.885419166036925,-87.63001437253061,60601,393,1236
412,41.837226480601096,-87.68046907269479,60608,862,13012
413,41.86628096862197,-87.66825701970983,60608,627,4878
414,41.85013698409564,-87.65028252531224,60608,670,5140
415,41.83792248643671,-87.6506714528276,60608,884,8439
416,41.866754195165605,-87.66527897051965,60608,671,4550
417,41.84869395677309,-87.66972933171903,60608,984,7083
418,41.859251844033274,-87.69382691919385,60608,823,8196
419,41.85585467243203,-87.68374113009581,60608,846,7682
420,41.83236934671555,-87.66624419645038,60608,849,9518
421,41.86622771866549,-87.68024898526865,60608,613,5823
422,41.848059727958,-87.65880632358665,60608,804,6075
423,41.863397832192696,-87.66676158593017,60608,687,5182
424,41.864826334860986,-87.68536101326565,60608,685,6015
425,41.86834422932889,-87.65074538348837,60607,571,3539
426,41.869573965373995,-87.63946170056113,60607,482,2147
427,41.877286940874114,-87.66393381670777,60607,546,4216
428,41.86766757514949,-87.65001748330477,60607,585,3549
429,41.87020744987453,-87.65239013455256,60607,632,3814
430,41.8843571537211,-87.652916501498,60607,714,3056
431,41.879349531840845,-87.64104224215849,60661,360,1474
432,41.87811726011483,-87.64420010166349,60661,387,1585
433,41.878496432864786,-87.64434584437073,60661,429,1666
434,41.88017136835874,-87.63999783746883,60661,368,1535
435,41.88525018082647,-87.64604440129035,60661,374,3232
436,41.88343051060551,-87.64432293342578,60661,509,2169
437,41.88729885978624,-87.64547508904238,60661,472,3561
438,41.886299090450954,-87.64579568345731,60661,421,3416
439,41.88889623829131,-87.64504382090358,60661,528,3863
440,41.88577779889017,-87.64403682710781,60661,425,3453
441,41.88827674382594,-87.64005603533663,60661,567,2337
442,41.88737472080377,-87.64190215986524,60661,551,2367
443,41.8873224301879,-87.6379709120006,60606,711,2665
444,41.880475202534214,-87.63705298949226,60606,313,1250
445,41.8879429546297,-87.63730481368452,60606,684,2594
446,41.88417042351827,-87.63869721925577,60606,527,2253
447,41.886589569999565,-87.63686434456496,60606,468,1909
448,41.88695588439346,-87.63751705165575,60606,696,2622
449,41.88459342229132,-87.63487955395603,60606,452,1878
450,41.88255370650702,-87.63448812918213,60606,314,1275
451,41.88484672302441,-87.6354399461972,60606,431,1777
452,41.887689458982614,-87.63953533477965,60606,602,2345
453,41.65574235076101,-87.59466881492297,60827,1505,30859
454,41.65400269142684,-87.61123466879017,60827,1675,32471
455,41.64586683626146,-87.60096411789524,60827,1788,35732
456,41.656930556541894,-87.59096699394532,60827,1541,31079
457,41.647070579510945,-87.58809479780936,60827,1890,36236
458,41.65416999414254,-87.58642443807928,60827,1529,32307
459,41.657934965909156,-87.6042826183429,60827,1531,31194
460,41.65447326387092,-87.61689281724583,60827,1617,32508
461,41.6591416565456,-87.59298290786352,60827,1478,30739
462,41.65491849953229,-87.59865423829027,60827,1551,31008
463,41.64807515127794,-87.60840814442878,60827,1819,34448
464,41.65626008512291,-87.60591826298564,60827,1565,31374
465,41.64463704855231,-87.6040506061725,60827,1715,35794
466,41.96416803173933,-87.74587494494216,60630,954,15960
467,41.97461913965829,-87.73600858615644,60630,1154,18060
468,41.97562888069955,-87.74486530086529,60630,1171,18001
469,41.968462117117426,-87.775900892389,60630,1176,19302
470,41.982712349291724,-87.77480899460723,60630,1197,19408
471,41.970756543170104,-87.78541598294001,60630,1204,19965
472,41.969066085464654,-87.76168919946653,60630,1037,17158
473,41.96978625909377,-87.77465873993711,60630,1162,19054
474,41.97966852882536,-87.77709747450785,60630,1149,19385
475,41.96591809293148,-87.76611323309871,60630,1114,17670
476,41.96975385337386,-87.7637782722708,60630,1100,17380
477,41.97696290111385,-87.74766457000476,60630,940,17194
478,41.981887636766366,-87.75876083410472,60630,1236,18453
479,41.89097016936805,-87.659355852941,60642,722,5048
480,41.911921145564015,-87.66601357801665,60642,576,6766
481,41.91030524583307,-87.6605896039982,60642,743,6876
482,41.910311333745156,-87.65502642165143,60642,780,7544
483,41.91265434366295,-87.66371507545288,60642,691,7176
484,41.89303311809001,-87.65057862700395,60642,618,4338
485,41.8917300450714,-87.6637726646988,60642,735,6477
486,41.89896595174545,-87.65836454532884,60642,653,6396
487,41.89175626419155,-87.66018868111094,60642,768,5108
488,41.916456281464896,-87.66430476382293,60642,786,7824
